question_type,multiple_choice_answer,answers,image_id,answer_type
how many,4,"[{'answer': '3', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '3', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '5', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': '3', 'answer_confidence': 'maybe', 'answer_id': 10}]",20114,number
none of the above,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20114,yes/no
what kind of,crackle,"[{'answer': 'pop', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'crackle', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no idea', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'crackling', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'cracking', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'crackle', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'crackling', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no sound', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'crackle', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'burning', 'answer_confidence': 'yes', 'answer_id': 10}]",20151,other
is the man,no,"[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20151,yes/no
is the man,no,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20151,yes/no
is the man,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20081,yes/no
is the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20081,yes/no
is the,yes,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20081,yes/no
which,woman,"[{'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'woman', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'man', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'women', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'grandma', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'woman', 'answer_confidence': 'yes', 'answer_id': 10}]",20107,other
none of the above,roasting marshmallows,"[{'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'toasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'roasting marshmallows', 'answer_confidence': 'yes', 'answer_id': 10}]",20107,other
what is,moon,"[{'answer': 'moon', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'moon', 'answer_confidence': 'yes', 'answer_id': 10}]",20107,other
are the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'possibly', 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20175,yes/no
what color is the,red,"[{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'maroon', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'red', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}]",20175,other
is the man,no,"[{'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20175,yes/no
what is,bone,"[{'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'bone', 'answer_confidence': 'yes', 'answer_id': 10}]",20126,other
is the dog,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20126,yes/no
does the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20126,yes/no
does the,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20001,yes/no
where are the,under tree,"[{'answer': 'under tree', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'in front of tree', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'outside', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'park', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'right', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'beneath tree', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'ground', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'under tree', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'under tree', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'under tree on right', 'answer_confidence': 'yes', 'answer_id': 10}]",20001,other
is the,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20001,yes/no
what color is the,white and orange,"[{'answer': 'white and orange', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'orange and white', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'white and orange', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'white and orange', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'white and orange', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'white, orange', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'white', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'orange and white', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'orange, white', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}]",20162,other
is she,yes,"[{'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20162,yes/no
where is the,pond,"[{'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'in pond', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'pond', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'water', 'answer_confidence': 'maybe', 'answer_id': 10}]",20162,other
is this a,no,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",20042,yes/no
is it,yes,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",20042,yes/no
who is,boy,"[{'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'kid', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'boy', 'answer_confidence': 'yes', 'answer_id': 10}]",20042,other
none of the above,log,"[{'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'tree log', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'log', 'answer_confidence': 'no', 'answer_id': 8}, {'answer': 'log', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'log', 'answer_confidence': 'yes', 'answer_id': 10}]",20111,other
what is on the,steaks,"[{'answer': 'steaks', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'steaks', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'steaks', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'steak', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'steak', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'meat', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'steaks', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'steak', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'steaks', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'steaks', 'answer_confidence': 'yes', 'answer_id': 10}]",20111,other
how many birds are,1,"[{'answer': '1', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 10}]",20111,number
